Quarta-feira, 7 de abril de 2021;
09:00AM - 10:00AM;ST01 - Chair: Rafael Gonçalves
;Factors Influencing Undergraduate Software Engineering Course Choice Among Students
;André Barros de Sales, Paula Meyer Soares, Universidade de Brasília, Brazil
;Tatiane Evangelista, Universidade Federal do Triângulo Mineiro - UFTM, Brazil.
;A study based on TAM model about debugging tools
;Fábio da Silva, University of São Paulo, Brazil.
;Implementando o Gitflow para Gerencia de Configuração em Um Projeto de Desenvolvimento de Software Ágil: Um Relato de Experiência
;Luis Rivero, Universidade Federal do Maranhão - UFMA, Brazil
;Italo Silva, Federal University of Maranhão, Brazil
;Pedro Thiago Cutrim dos Santos, Universidade Federal do Maranhão, Brazil
;Domingos Dias, UFMA, Brazil
;Geraldo Braz Junior, Universidade Federal do Maranhão, Brazil
;Anselmo Cardoso de Paiva, Universidade Federal do Maranhão (UFMA), Brazil
;Erika Wilza Brito de Assis Lorenzo Alves, Milton Oliveira, Equatorial Energia S/A, Brazil.
;Projeto de Extensão como Exercício Interdisciplinar das Técnicas de Análise e Desenvolvimento de Sistemas: Estudo de Caso
;Denilson Fagundes Barbosa, Instituto Federal de Santa Catarina, Brazil
;Alexandre Abreu, IFSC, Brazil.
10:00AM - 11:00AM;ST02 - Chair: Daniela Moreira
;Criação de um protótipo para auxiliar no processo de desenvolvimento de aplicativos mobile para o público idoso
;Fernanda Marcilio, Daniela Moreira, Universidade do Vale do Itajaí, Brazil
;Anita Fernandes, UNIVALI, Brazil.
;Desafios de Pessoas Idosas na utilização de Smart TVs: avaliando a comunicabilidade do NET Now
;Carmen Brezolin, Instituto Federal de Educação Ciência e Tecnologia do Rio Grande do Sul, Brazil
;Fernado Wolf Bona, PUCRS, Brazil
;Telcio Cardoso, Milene Silveira, Pontificia Universidade Catolica do Rio Grande do Sul - PUCRS, Brazil
;Afonso Sales, PUCRS, Brazil.
;Teste de Usabilidade com Jogos para Ensino-Aprendizado de Lógica Matemática
;Bruna Dias, Alice Finger, Universidade Federal do Pampa, Brazil.
;Usabilidade, Design e Interface para Usuários Idosos: uma experiência em uma Casa de Apoio
;Arthur Artoni, UEL - Universidade Estadual de Londrina, Brazil
;Bruno Oliveira, Universidade Estadual de Londrina (UEL), Brazil
;Cinthyan Renata Barbosa, UEL - Universidade Estadual de Londrina, Brazil
;Vanessa Tavares de Oliveira Barros, Universidade Estadual de Londrina, Brazil.
11:00AM - 12:00PM;ST03 - Chair: Leandro Escobar
;Modelo de Predição de Conforto de Usuários do Transporte Coletivo
;Vanessa Rolim, Instituo Federal Catarinense, Brazil
;Fabiano Baldo, Santa Catarina State University, Brazil.
;Utilizando Análise de Sentimentos e SVM na Classificação de Tweets Depressivos
;Omar Cortes, IFMA, Brazil
;Wesley Eduardo de Oliveira Melo, Instituto Federal do Maranhão, Brazil.
;Google Summer of Code Gender Diversity: An analysis of the last 4 editions
;Jhemeson Mota, Centro Universitário Luterano de Palmas, Brazil
;Edna Dias Canedo, University of Brasília, Brazil
;Marcio Okimoto, Universidade de Brasília, Brazil
;Jhonatan Silva Mota, Centro Universitário Luterano de Palmas, Brazil.
;Exploração de modelos de machine learning e seleção de features para o problema de Employee Attrition
;Rudson Mendes, Federal University of Santa Catarina, Brazil
;João Ribeiro de Jesus, UNIVALI, Brazil.
14:00PM - 15:30PM;ST04 - Chair: Douglas Melo
;A Basic Microkernel for the RISC-V Instruction Set Architecture
;Benjamin Mezger, Fabricio Bortoluzzi, Cesar Zeferino, Paulo Valim, Douglas Melo, Universidade do Vale do Itajaí, Brazil.
;Uma Proposta open source de baixo custo para Proteção e Geolocalização de bebês em Veículos Automotores (SafeBaby)
;Maria Barbosa, Universidade de Pernambuco, Brazil
;Anderson Lira Queiroz, Universidade Federal de Pernambuco, Brazil
;Wanderson De Lira, Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco, Brazil
;Kelvin Dias, UFPE, Brazil
;Eduardo Oliveira, Ufpe, -- Select Country --.
;Sensoriamento Automobilístico Usando Redes Sem Fio com Controle Preditivo por Voz
;Janine Kniess, Universidade do Estado de Santa Catarina - Udesc, Brazil.
;Prioridade Dinâmica de Mensagens Aplicada a Redes de Sensores Corporais Sem-Fio
;Felipe Henriques, Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Brazil
;Creyton Ferreira, CEFET/RJ, -- Select Country --
;Raphael Guedes, Universidade Federal do Rio de Janeiro, Brazil
;Laura Assis, Federal Center of Technological Education of Rio de Janeiro - CEFET/RJ, Brazil.
;Análise de Características do Tráfego de Rede para Detecção de Ataques DDoS em Ambientes IoT
;Wanderson Costa, Instituto Federal do Piauí (IFPI), Brazil
;Ariel Portela, Rafael Lopes Gomes, Universidade Estadual do Ceará (UECE), Brazil.
;Aceleração de hardware em sistemas embarcados para aprendizado de máquina utilizando KNN em FPGA
;Wandeson Berbert, Alessandro Copetti, Luciano Bertini, Universidade Federal Fluminense, Brazil.
15:30PM - 16:00PM";SP01 - Chair: 
;Implementação de Chatbot para Aprimorar a Comunicação com Usuários de Serviços Públicos
;Mônica Silva, Guilherme Campos, FATEC SENAI - Mato Grosso, Brunei Darussalam
;Anita Fernandes, UNIVALI, Brazil.
;Artificial Immune System with Continuous Learning Applied to Pattern Recognition
;Mailon Campos, IFMT, Brazil
;F. Lima, Instituto Federal do Mato Grosso (IFMT), Brazil
;S. Souza, Universidade do Estado de Mato Grosso (UNEMAT), Brazil
;Fábio Chavarette, Julio de Mesquita Filho, Universidade Estadual Paulista, Brazil."
;Desenvolvimento de um Gerador de Programas Aleatórios em Java
;Luiz Kraus, Bruno Schafaschek, Instituto Federal de Santa Catarina, Brazil
;Samuel Feitosa, INSTITUTO FEDERAL DE SANTA CATARINA, Brazil.
;Automatização de Acesso de Veículos à Estacionamentos
;Tatiele Razera, Faculdade Senai, Brazil
;Ademir Camillo Junior, Faculdade Senai Joinville, Brazil
;Eduardo Mussi, Samoel Laureano, Felipe Shulz, Faculdade Senai, Brazil.
;Definindo um Sistema de Monitoramento em Tempo Real do Transporte Público da Cidade XXXXXX através do Uso de Técnicas de Elicitação de Requisitos
;Matheus Brito, Instituto Federal do Amazonas, Brazil
;Diego Bruzaca, Luis Rezende, IFAM, Brazil
;Gabriel Marques, instituto federal do amazonas-IFAM, Brazil
;Priscila Fernandes, Vitor Bremgartner, IFAM, Brazil
;Luis Rivero, Universidade Federal do Maranhão - UFMA, Brazil.
16:00PM - 17:30PM;ST05 - Chair: Rodrigo Lyra
;Modelo de um Software Robô para Ações Automáticas no Jogo de MMORPG Tibia
;Cleyton Dim, Universidade Federal do Pará, Brazil
;Rafael Feitosa, Universidade Federal do Para, Brazil
;Marcelle Mota, Jefferson Morais, Universidade Federal do Pará, Brazil.
;Coleta e Persistência de Informação Geográfica Voluntária
;Vanessa Souza, Universidade Federal de Itajubá, Brazil.
;Estudo Comparativo de Tecnologias de Desenvolvimento front-end para Web: Angular, React e Vue
;Matheus de Souza, Eduardo Silva, Universidade do Vale do Itajaí, Brazil.
;Simulação de Comportamento Humano - Um modelo de personalidade artificial para personagens não jogáveis
;Leonardo Sugahara, Marcelo Dornbusch Lopes, Universidade do Vale do Itajaí, Brazil.
;Uma Abordagem do Scrum para Gestão de Tempo, Produtividade e Bem-Estar
;Carlos Fran Dantas, IFRN, Brazil
;Rosane Targino de Medeiros, UFRN, -- Select Country --
;Fernanda Ligia Leonardo Marques, IFRN, -- Select Country --.
;Trends and Gaps in ontology-supported Environmental Health
;Lucas Silva, Renato Bulcão-Neto, Universidade Federal de Goiás, Brazil.
17:30PM - 18:15PM;ST06 - Chair: Alejandro Garcia
;Módulo Gerador de Trajetórias Aplicado no Eixo de um Servomecanismo
;Gustavo Decol, Alejandro Rafael Garcia Ramirez, UNIVALI - Universidade do Vale do Itajaí, Brazil.
;Three Wheeled Omnidirecional Mobile Robot - Design and Implementation
;Darci Junior, Federal University of Parana, Brazil
;Eduardo Todt, Universidade Federal do Paraná - UFPR, Brazil.
;Gerenciador de Pílulas Inteligente
;Mariane Kaviski, Universida Tecnológica Federal do Paraná, Brazil
;Pedro Felipe Dos Santos, Wilian Galeazzi, Veronica Quandt, Universidade Positivo, Brazil
;Eduardo Alberti, Positivo University, Brazil.
Quinta-feira, 8 de abril de 2021;
09:00AM - 10:00AM;ST07 - Chair: Adriana Alves
;Uma Avaliação do Uso de Gamificação para Apoiar o Ensino e Aprendizagem de Testes Exploratórios
;Igor Costa, UFPA, Brazil
;Sandro Ronaldo Bezerra Oliveira, Universidade Federal do Pará, Brazil.
;O Perfil Socioeconômico dos Concluintes de Computação do Sul do Brasil
;Luis Otavio Capelari, André Schwerz, Universidade Tecnológica Federal do Paraná, Brazil.
;Experiência de docentes do Ensino Médio em Conduzir Atividades Remotas Durante o Distanciamento Social: uma Análise Baseada no Contexto da Educação 4.0
;Ana Paula Juliana Perin, Deivid Eive, Natasha Valentim, Universidade Federal do Paraná, Brazil.
;Gamificação Aplicada à Educação: Uma Análise Bibliométrica Através do Método Webibliomining
;Edgard Pontes, Flávio Izo, Márcio Gonçalves, Lucas Vinco, Instituto Federal do Espírito Santo, Brazil.
10:00AM - 10:30AM";SP02 - Chair: 
;Protótipo de Alta Fidelidade de Assistente Virtual para Instituições de Ensino no Estado XXXXX
;Ana Paula Teixeira, IFAM, Brazil
;Yuri Santos, IFAM - CMDI, Brazil
;Edimar Rodrigues Júnior, Instituto Federal de Educação, Ciência e Tecnologia do Amazonas - IFAM, Brazil
;Paulo Victor Marajó, Instituto federal do Amazonas, Brazil
;Priscila Fernandes, Vitor Bremgartner, IFAM, Brazil
;Luis Rivero, Universidade Federal do Maranhão - UFMA, Brazil.
;Proposta de Um Sistema Inteligente para Gerenciamento de Energia Fotovoltaica no Contexto Brasileiro
;Minjae Chung, Institudo Federal do Amazonas, Brazil
;Priscila Fernandes, Vitor Bremgartner, IFAM, Brazil
;Luis Rivero, Universidade Federal do Maranhão - UFMA, Brazil.
;Viabilizando a Melhoria do Atendimento Médico Emergencial a Partir da Proposta de Um Aplicativo de Solicitação de Atendimento Médico Remoto
;Vinicius Cavalcante, Instituo Federal do Amazonas, Brazil
;Paulo Randerson, IFAM, Brazil
;Kaíny Maciel, Instituto Federal do Amazonas, Brazil
;Fernanda Nunes, Instituto Federal do Amazonas - IFAM, Brazil
;Priscila Fernandes, Vitor Bremgartner, IFAM, Brazil
;Luis Rivero, Universidade Federal do Maranhão - UFMA, Brazil.
;Identificação das Funcionalidades de um Assistente de Comunicação aos Surdos Aplicando Técnicas de Elicitação de Requisitos
;Gabriel Belém, IFAM, Brazil
;Gabriela Fidelis, Instituto Federal do Amazonas, Brazil
;Luiz Henrique Sousa da Silveira, IFAM CMDI, Brazil
;Priscila Fernandes, Vitor Bremgartner, IFAM, Brazil
;Luis Rivero, Universidade Federal do Maranhão - UFMA, Brazil.
;A System For Landslides Monitoring Using Wireless Underground Sensor Networks and Cloud Computing
;Ana Beatriz Cunha, CEFET/RJ, Brazil
;Andre Felipe Monteiro, CEFET/RJ Campus Petrópolis, Brazil
;Felipe Henriques, Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Brazil.
10:45AM - 12:00PM;ST08 - Chair: Christiane Heemann
;Objeto de aprendizagem sobre cultura digital: fake news e filtros bolha
;Gabriel Oliveira, Universidade Federal da Grande Dourados (UFGD), Brazil
;Valguima Odakura, Universidade Federal da Grande Dourados, Brazil.
;Mulheres de TI em um Mundo Masculino: percepções dos homens sobre a atuação do gênero feminino no mercado de trabalho
;Gabrieli Machado, Arielyn Silva, Universidade Tecnológica Federal do Paraná, Brazil
;Natalia Yada, Jéssica Pegorini, Universidade Federal do Paraná, Brazil
;Maynara Walter, Alinne Souza, Universidade Tecnológica Federal do Paraná, Brazil.
;Mulheres na Computação: Uma Análise da Participação de Meninas em uma Maratona Gamificada e Desplugada de Pensamento Computacional
;Anderson Corrêa de Lima, Universidade Federal de Mato Grosso do Sul, Brazil
;Quesia de Araújo Santos, Amaury Castro Jr., Universidade Federal de Mato Grosso do Sul (UFMS), Brazil
;Claudio Sanavria, Instituto Federal de Mato Grosso do Sul, Brazil.
;Diagnóstico da Presença Feminina nos Cursos Superiores e no Mercado de Trabalho em Tecnologia da Informação no Estado do Pará
;Yomara Pires, Maria Alves Lima, Universidade Federal do Pará, Brazil
;Liviane Rego, UFPA, Brazil
;Francisco Júnior, Universidade Federal do Pará, Brazil.
;Biblioteca Multimídia: A Mobile Application that Encourages Reading Habits
;Adriele Barbosa da Costa, Samara Lima Gouveia, Universidade Estadual da Paraíba, Brazil
;Jucelio Santos, Universidade Federal de Campina Grande, Brazil.
14:00PM - 15:15PM;ST09 - Chair: Leandro Escobar
;Analysis of the impact of parameters in TextGCN
;Henrique Ehrenfried, UFPR, Brazil
;Eduardo Todt, Universidade Federal do Paraná - UFPR, Brazil.
;3D Perception for Autonomous Mobile Robots Navigation Using Deep Learning for Safe Zones Detection: A Comparative Study
;Felipe Barbosa, University of São Paulo, Brazil
;Fernando Osorio, USP - Universidade de Sao Paulo, Brazil.
;O Problema do Poder Efetivo na Câmara dos Deputados
;Renan Morais, Universidade Federal de Itajubá, Brazil
;Pedro Hokama, UNICAMP, Brazil
;Mario César San Felice, Federal University of São Carlos, Brazil
;Gabriel Casalecchi, Universidade Federal de São Carlos, Brazil.
;Identificação de Pragas e Doenças na Cultura da Soja por meio de um Sistema Computacional em Linguagem Natural
;Carolinne Faria, Cinthyan Renata Barbosa, UEL - Universidade Estadual de Londrina, Brazil.
;Mineração de Texto para a Análise do Perfil Emocional de Usuários de Jogo Empático
;Leonardo Martins, Fabiola Araújo, Universidade Federal do Pará, Brazil.
15:30PM - 16:00PM";SP03 - Chair: 
;Inteligência Artificial com NEAT Para Jogar One Night Ultimate Werewolf
;Rafael Ferreira Costa, Universidade do Vale do Itajaí, Brazil
;Alisson Henrique, Universidade do Vale de Itajaí, Brazil
;Rodrigo Lyra, UNIVALI, Brazil
;Rudimar Dazzi, Universidade do Vale do Itajaí - UNIVALI, Brazil
;Anita Fernandes, UNIVALI, Brazil.
;Aplicação de Mineração de Dados para Detecção de Potenciais Churns em Empresa do Segmento Saas
;Leonardo Lucas, Univali, Brazil
;Rafael Martins, Universidade do Vale do Itajaí, Brazil.
;Busca Cuco para Resolução de Problemas de Otimização sem Restrições
;Omar Cortes, IFMA, Brazil
;Gustavo Rocha, Lucas Soares, Universidade Estadual do Maranhão, Brazil.
;Facial Landmark Annotation and Fuzzy Model to detect players focus
;Alisson Henrique, Universidade do Vale de Itajaí, Brazil
;Rudimar Dazzi, Universidade do Vale do Itajaí - UNIVALI, Brazil
;Esteban Clua, Universidade Federal Fluminense, Brazil
;Anita Fernandes, Rodrigo Lyra, UNIVALI, Brazil.
;Plataforma para apoio a modelagem de próteses com base em processamento de imagens e deep learning
;Bianka Passos, Univali - Universidade do Vale do Itajaí, Brazil
;Moira Tillmann, Anita Fernandes, UNIVALI, Brazil
;Graziela Liebel, Universidade do Vale do Itajaí, Brazil.
16:00PM - 17:00PM;ST10 - Chair: Eros Comunello
;Contagem e classificação de veículos por visão computacional
;Tatiele Razera, Faculdade Senai, Brazil
;Ademir Camillo Junior, Faculdade Senai Joinville, Brazil
;Andre Maus, Faculdade de Tecnologia SENAI - Joinville/SC, Brazil
;Roney Kuntz, Faculdade de tecnologia SENAI Joinville, Brazil
;Valdir Junior, Faculdade Senai, Brazil.
;Análise Comparativa de Métodos para Esteganografia Digital em Imagens
;Laura Assis, Federal Center of Technological Education of Rio de Janeiro - CEFET/RJ, Brazil
;Diego Zanchett, CEFET-RJ / Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Brazil
;Jurair Junior, Federal Center of Technological Education of Rio de Janeiro - CEFET/RJ, Brazil
;Diego Haddad, CEFET-RJ, Brazil.
;Localização e Mapeamento Online de Ambiente Interno para Pessoas com Deficiência
;Edgar Justavino, Anita Fernandes, UNIVALI, Brazil
;Wemerson Parreira, University of Vale do Itajaí, Brazil.
;Detecção de buracos em pavimento asfáltico com base em processamento de imagens e deep learning
;Bianka Passos, Univali - Universidade do Vale do Itajaí, Brazil
;Anita Fernandes, UNIVALI, Brazil
;Wemerson Parreira, University of Vale do Itajaí, Brazil
;Eros Comunello, Univali - Universidade do Vale do Itajaí, Brazil.
17:00PM - 18:15PM;ST11 - Chair: Raimundo Teive
;Descoberta de Conhecimento em Base de Consumidores Comerciais Buscando Identificar Padrões Atípico de Consumo de Energia Elétrica Utilizando o Software R
;Raimundo Teive, Universidade do Vale do Itajaí - Univali, Brazil.
;Investigating Fitness Functions for Search-based Requirements Prioritization
;Francisco Carlos Souza, Andrei Welliton Corezolla, Universidade Tecnológica Federal do Paraná, Brazil
;Lincoln Costa, Universidade Federal do Rio de Janeiro, Brazil
;Alinne Souza, Universidade Tecnológica Federal do Paraná, Brazil.
;W/B Planner - Solucionador Para Roteamento De Veículos No Transporte Fretado De Passageiros
;Victor Fagundes Wachsmann, Rafael Martins, Universidade do Vale do Itajaí, Brazil
;Alex Rese, UNIVALI, Brazil
;Fabricio Bortoluzzi, Universidade do Vale do Itajaí, Brazil.
;Análise de discursos em notícias sobre homofobia, racismo e sexismo em comentários de portais brasileiros de notícias
;Lucas Rodrigues, Universidade Federal do Oeste do Pará, Brazil
;A. Jacob Junior, Federal University of Pará, Brazil
;Fabio Lobato, Universidade Federal do Oeste Pará, Brazil.
;Ferramentas e recursos para reconhecimento de fala em Português Brasileiro
;Matheus Lima, Bruna Coelho, Fabricio Takigawa, IFSC - Instituto Federal de Santa Catarina, Brazil.
Sexta-feira, 9 de abril de 2021;
09:00AM - 10:00AM;ST12 - Chair: Michelle Wangham
;Notícias falsas dano real: Levantamento análise e discussão de phishing malware e fake news sobre COVID-19
;Tamy Beppler, Natalia Yada, Universidade Federal do Paraná, Brazil
;Luis Carlos De Bona, Federal University of Parana, Brazil
;André Grégio, UFPR, Brazil.
;Desenvolvimento de uma aplicação Web para auxílio na abordagem do tema cyberbullying no ensino básico
;Ariel Carlos Peres Vieira, Universidade Federal da Grande Dourados (UFGD), Brazil
;Valguima Odakura, Universidade Federal da Grande Dourados, Brazil.
;Testing parallelization in Behavior Driven Development
;Felipe S. de Amorim, IFSP, Brazil
;Rodolfo Silva, Universidade Tecnológica Federal do Paraná, Brazil
;Lincoln Costa, Universidade Federal do Rio de Janeiro, Brazil
;Francisco Carlos Souza, Universidade Tecnológica Federal do Paraná, Brazil.
;DIMI: Detecção Inteligente de Botnets Mirai em Redes IoT
;Antonia Raiane Santos Araujo Cruz, Instituto Federal de Educação, Ciência e Tecnologia do Ceará, Brazil
;Rafael Lopes Gomes, Universidade Estadual do Ceará (UECE), Brazil
;Marcial Fernandez, UECE, Brazil.
10:00AM - 10:30AM; SP04 - Chair: 
;Formation of a cooperation network in Mato Grosso on Machine Learning and Image Analysis: Diagnosis of covid-19 in X-ray images.
;Jeniffer Luz, Carlos Gulo, Caio Abreu, Juvenal Silva Neto, Scenio Araújo, Universidade do Estado de Mato Grosso, Brazil.
;Um jogo cooperativo para estatística: O Rei e a Rosa
;Tatiele Razera, Faculdade Senai, Brazil
;Ademir Camillo Junior, Faculdade Senai Joinville, Brazil
;Iaago Ariel Schwoelk Lobo, SENAI Joinville Norte II, Brazil
;Silvio de Sousa, UDESC (Universidade do Estado de Santa Catarina), Brazil
;Adiel Sarates Jr, UFRGS, Brazil
;Gabriela Lima, SENAI, -- Select Country --.
;Uma Plataforma para Correlação, Visualização e Extração de Tendências de Dados de Segurança
;Fernanda Kawasaki, André Grégio, UFPR, Brazil
;Ulisses Penteado, BluePex Security Solutions, Brazil.
;Máquina de Turing Analógica para Ensino de Linguagens Formais e Autômatos
;Leonardo Januário, Universidade do Vale do Itajaí, Brazil
;Gustavo Müller, UNIVALI - Universidade do Vale do Itajaí, Brazil
;Alex Rese, Thiago Felski Pereira, UNIVALI, Brazil
;Rudimar Dazzi, Universidade do Vale do Itajaí - UNIVALI, Brazil.
;Mapeamento das Diretrizes para Ensino de Computação na Educação Básica em uma Oficina de Banco de Dados
;Bruna Amador, Patricia Turato, Universidade Tecnológica Federal do Paraná, Brazil
;Rita Berardi, UTFPR, Brazil
;Silvia Amelia Bim, Universidade Tecnológica Federal do Paraná, Brazil.
11:00AM - 12:00PM;ST13 - Chair: 
;An automated approach to mitigate transcription errors in braille texts for the Portuguese language
;Andre Ortoncelli, Marlon Marcon, Franciele Beal, UTFPR, Brazil.
;Investigando comunicabilidade e testabilidade com a ferramenta Signifying APIs
;Camila Pardo Garcia Morelli, Vânia Neves, Universidade Federal Fluminense, Brazil
;Luciana Salgado, UFF, Brazil.
;Metaheurística Inspirada no Comportamento do Corvo com Multiestratégias de Aprendizagem Baseada em Oposição
;Fabio Paiva, IFRN, Brazil
;Alexya Brito, Emanuel Campos, Rafaela Santos, Instituto Federal do Rio Grande do Norte, Brazil.
;Proposta de Implementação em Hardware do Algoritmo de Otsu Aplicado ao Rastreamento em Tempo Real de Vermes
;Wysterlânya Barros, UFRN, Brazil
;Marcelo A. C. Fernandes, UFRN - DCA, Brazil.
14:00PM - 15:00PM;ST14 - Chair: 
;Ensino de hardware por meio de um jogo de tabuleiro: uma proposta para a educação básica
;Neiva Maria de Jesus Silva, Universidade Federal do Paraná, Brazil
;Ana Paula Floresta da Silva, Escola Municipal Dr. Ary da Cunha Pereira, Brazil
;Carlos Beleti Jr, Universidade Federal do Paraná, Brazil.
;Um estudo de caso de avaliação de acessibilidade de documentos PDF
;Lucinéia Maia, UFOP, Brazil
;Letícia Mariane Morais Silva, Universidade Federal de Ouro Preto, Brazil
;Gilda Assis, UFOP, Brazil.
;Aprendizado de Máquina Aplicado à Predição de Doenças Cardiometabólicas com Utilização de Indicadores Metabólicos e Comportamentais de Risco à Saúde
;Heloise Manica Paris Teixeira, Universidade Estadual de Maringá - UEM, Brazil
;Alan Lopes de Sousa Freitas, UEM, Brazil
;Ana Sílvia Ieker, Universidade Estadual de Maringá, -- Select Country --
;Wilson Rinaldi, Universidade Estadual de Marings, -- Select Country --
;Josiane M. Pinheiro, Universidade Estadual de Maringá, Brazil.
;Adequação da MOSE®️ Competence para a Implementação do Capítulo VII da LGPD: Um Mapeamento dos Ativos de Segurança e Boas Práticas
;Maykon de Souza, UFPA - Universidade Federal do Pará, Brazil
;Sandro Ronaldo Bezerra Oliveira, Universidade Federal do Pará, Brazil.
15:30PM - 16:00PM;SP05 - Chair: 
;PROPOSTA DE SOLUÇÃO PARA A MENSURAÇÃO DE PESO POR SUPERFÍCIE DE CONTATO COM OBJETIVO DE PREVENIR LESÕES POR PRESSÃO EM PACIENTES ACAMADOS
;Veronica Quandt, Universidade Positivo, Brazil
;Eduardo Alberti, Solivan Valente, Positivo University, Brazil
;Luis Hau, Universidade Positivo, Brazil
;Patrick Ribeiro, Positivo University, Brazil.
;Experiência Educacional de Desenvolvimento de Protótipos de Robôs Enfermeiros na Pré- Pandemia: O kit MegaMed e MegaHelp
;Anderson Corrêa de Lima, Universidade Federal de Mato Grosso do Sul, Brazil
;José Santos, Evandro Amorim Santana, UFMS, -- Select Country --
;Amaury Castro Jr., Universidade Federal de Mato Grosso do Sul (UFMS), Brazil
;Regiza Gomes, UFMS, -- Select Country --.
;Construção de um Jogo Usando Robótica para a Formação de Habilidades de Programação em Crianças
;William Andrade Júnior, Instituto Federal de Pernambuco, Brazil
;Gaston Gouveia, INSTITUTO FEDERAL DE PERNAMBUCO, Brazil
;Gabriel Silva, Instituto Federal de Pernambuco, Brazil
;Julia Castro, Ifpe - campus paulista, -- Select Country --
;Rodrigo Lira da Silva, Instituto Federal de Educação, Ciências e Tecnologia de Pernambuco / Universidade de Pernambuco, Brazil.
;Use of Artificial Intelligence in the Analysis of Nanofiber Morphology
;Guilherme Barros, André Luiz Maciel Santana, Vitor Matheus Ferraz Pereira, Juliana Oliveira, Wesley Pereira, Universidade Anhembi Morumbi, Brazil.
;Autonomous UAV Simulator for Research and Development Applied to 5G Networks
;Carlos Neto, Ailton Oliveira, Universidade Federal do Pará, Brazil
;Felipe Bastos, Federal University of Pará, Brazil
;Emerson Oliveira, Universidade Federal do Pará, Brazil
;Aldebaro Klautau, Universidade Federal do Para (UFPA), Brazil.
16:00PM - 17:00PM;ST15 - Chair: Douglas Melo
;DINO: Roteamento Dinâmico para ITS Considerando Recursos da Rede
;Matheus Bernardino, UECE, Brazil
;Matheus Silveira, Universidade Estadual do Ceará - UECE, Brazil
;Rafael Lopes Gomes, Universidade Estadual do Ceará (UECE), Brazil.
;Otimização de Energia em uma Rede de Satélites LEO em Cenários de Alta Vazão
;Renata Macambira, Universidade Federal do Amazonas, Brazil
;José Ferreira de Rezende, UFRJ, Brazil
;Celso Barbosa Carvalho, Universidade Federal do Amazonas - UFAM, Brazil.
;Blockchain e Sistemas de Reputação em Redes Veiculares: Uma Revisão Sistemática
;Claudio Piccolo Fernandes, Centro Universitário Estácio de Santa Catarina, Brazil
;Daniel Adriano, Universidade do Vale do Itajaí - UNIVALI, Brazil
;Carlos Montez, Universidade Federal de Santa Catarina, Brazil
;Michelle Wangham, Universidade do Vale do Itajaí, Brazil.
;Intrusion Detection System for AES Encripted Low Power IoT Networks
;Eduardo de O. Burger M. Luiz, Luciano Bertini, Alessandro Copetti, Universidade Federal Fluminense, Brazil
;Juliano Kazienko, Universidade Federal de Santa Maria, Brazil.
